J	經典釋文卷二
E	復_稱
F	扶又反
E	（？）縣
C	音犬
E	言易_
F	以豉反
E	傳五年遂登觀_
F	古亂反
C	注同
E	臺以望
C	絶句
E	而書
C	本或作而書雲物非也
E	審别_
F	彼列反
E	重_申
F	直用反
E	為_二公子
F	于偽反
C	下乃為之請同
E	寘_薪
F	之豉反
E	譴_讓
F	弃戰反
E	焉_用慎
F	於䖍反
E	尨
F	莫江反
C	又音蒙
E	茸
F	如容反
C	又音戎尨茸亂貌
E	適_從
F	丁歴反
E	及難_
F	乃旦反
E	寺人披_
F	普皮反
E	不校
C	音教
E	乃徇_
F	似俊反
E	踰垣
C	音袁
E	其祛_
F	起魚反
C	袂也
E	奔翟
C	音狄
E	袂
F	面世反
E	取_焉
F	七喻反
C	本又作娶
E	美城之
C	絶句
E	樓櫓
C	音魯
E	秋諸侯盟
C	本或此下更有于首止三字非
E	撫女
C	音汝
E	以輕_
F	遣政反
C	下同
E	所喪_
F	息浪反
E	侯復_
F	扶又反
C	六年經注同
E	輔車_
F	尺奢反
C	牙車也
E	大伯
C	音泰下及注同
E	之昭_
F	上饒反
C	注同後昭穆放此
E	唯偪_
F	彼力反
E	吾享_
F	興兩反
E	逺聞
C	音問又如字
E	繄_物
F	烏兮反
C	是也
E	所馮_
F	皮氷反
C	下注同
E	晉使_
F	所吏反
E	不臘_
F	力盍反
E	童謡
C	音遥
E	不見_
F	賢遍反
E	均服
C	如字同也字書作袀音同
E	振振
C	音真注同
E	鶉_之
F	述春反
C	又
F	常倫反
E	賁賁
C	音奔
E	焞_焞
F	他門反
E	傅説
C	音悦
E	近日
C	附近之近
E	已上_
F	時掌反
E	童齔_
F	初問反
C	又
F	恥問反
C	毁齒也
E	嬉戲_
F	許宜反
E	或中_
F	丁仲反
E	夏_之
F	户雅反
C	下同
E	言易_
F	以䜴反
E	經六年傳六年郤_
F	去逆反
E	芮
F	如鋭反
E	近秦
C	附近之近
E	以見_
F	賢遍反
E	各罷_
F	扶罵反
C	又
F	扶買反
E	宛_縣
F	於元反
E	衰_經__
F	七雷反
C	下
F	直結反
C	注同
E	輿櫬_
F	於覲反
C	棺也
E	為質
C	如字一音置本又作贄音至
E	其縛_
C	如字舊
F	扶卧反
E	而祓_
F	芳弗反
C	徐音廢説文云除惡之祭也
E	經七年不厭_
F	於鹽反
C	傳同
E	甯母
C	如字又音無注同
E	方與
C	音房下音預
E	泥_母
F	乃麗反
C	又音甯王
F	奴兮反
E	傳七年何憚_
F	徒旦反
C	難也
E	難_也
F	乃旦反
C	此年及八年經傳並同
E	請下_
F	户嫁反
E	朝不
C	如字
E	知女
C	音汝下皆同
E	疵_瑕
F	似斯反
C	又
F	疾移反
E	罪釁_
F	許靳反
C	下文同
E	政狹
C	音洽
E	洩_氏
F	息列反
E	去_之
F	起呂反
E	不奸
C	音干
E	共時
C	音恭注同
E	釁隙_
F	去逆反
E	覆_亡
F	芳服反
E	替_矣
F	他計反
E	雖復_
F	扶又反
E	介於
C	音界
E	堵_叔
F	丁苦反
C	又音者
E	可間
C	閒厠之間
E	惡_大叔
F	烏路反
C	大音㤗叔又作州
E	經八年于洮_
F	他刀反
E	未與
C	音預下同
E	大廟
C	音太
E	與殺
C	音試
E	傳八年虢射_
F	食亦反
E	期年
C	音基本或作朞注同
E	不祔
C	音附
E	兹父
C	音甫
E	目夷長_
F	丁丈反
E	經九年御_説
F	魚呂反
C	下音悦
E	不復_
F	扶又反
E	殤
F	式羊反
E	而笄_
F	古兮反
E	之冠_
F	古喚反
E	相比_
F	毗志反
E	故重_
F	直用反
E	不與
C	音預
E	佹_諸
F	九委反
E	殺其君之子
C	上如字又音弑傳同公羊音試
E	傅九年之稱_
F	尺證反
E	一人釗_
F	古堯反
C	又音昭
E	脩好_
F	呼報反
C	下于好并注同
E	賜齊侯胙_
F	才素反
E	耊_老
F	田節反
C	一音
F	他結反
E	加勞_
F	力報反
E	一級
C	音急等也
E	咫_尺
F	之氏反
C	八寸曰咫
E	顛隊_
F	直類反
C	下同
E	以遺_
F	于季反
E	先_諸侯
F	悉薦反
E	復_西
F	扶又反
C	下不復㑹同
E	㔻_鄭
F	普悲反
E	藐_諸
F	妙小反
C	又
F	亡角反
E	縣藐
C	音（玄）
E	無猜_
F	七才反
C	疑也
E	焉_辟之
F	於䖍反
C	下文焉能克同
E	之玷_
F	丁簟反
C	又
F	丁念反
C	缺也
E	令_不及魯
F	力政反
C	本又作命
E	今復_
F	扶又反
E	重_發
F	直用反
E	從_夷吾
F	才用反
E	隰
C	音習
E	易_出易入
C	並
F	以豉反
E	不好_
F	呼報反
E	長_亦
F	丁丈反
E	不僭_
F	子念反
C	下注同
E	鮮_不
F	息淺反
E	無好_
F	呼報反
C	又如字
E	無_惡
F	烏路反
E	宋治_
F	直吏反
E	經十年雨_雪
F	于付反
E	傳十年不篡_
F	初患反
E	共大子
C	音恭本亦作恭大音㤗
E	故復_
F	扶又反
C	下文及注同
E	畀_秦
F	必利反
C	下注同
E	不歆_
F	許金反
C	饗也
E	西偏_
F	匹緜反
E	遂不見_
F	賢遍反
C	又如字
E	所馮_
F	皮冰反
E	郤稱_
F	尺證反
C	一音如字
E	泠_至
F	力丁反
E	七乘_
F	繩證反
E	左行_
F	户郎反
C	下同
E	共華
C	音恭
E	騅歂_
C	音佳下
F	市專反
E	纍_虎
F	力追反
E	山祁_
F	巨之反
C	字林
F	上尸反
E	背大
C	音佩
E	焉_能
F	於䖍反
E	經十一年踰閾_
C	音域門限也一音
F	况域反
E	傳十一年内史過_
F	古禾反
E	受玉惰_
F	徒卧反
E	長_世
F	直良反
C	又
F	丁丈反
E	（？）拒_
F	俱宇反
E	泉臯_
F	古刀反
E	經十二年陳侯杵_曰__
F	昌吕反
C	下
F	其九反
E	傳十二年之郛_
F	芳夫反
E	狄難_
F	乃旦反
C	下同
E	不共
C	音恭
E	焉_能
F	於䖍反
E	二守_
F	手又反
C	注同
E	始見_
F	賢遍反
C	下同
E	陪_臣
F	步囘反
E	之使_
F	所吏反
E	謂督
C	音篤
E	凱
F	開在反
C	本亦作愷
E	悌
C	音弟本亦作弟
E	所勞_
F	力報反
C	注同
E	凱樂
C	音洛下同
E	悌易_
F	以豉反
C	下同
E	勞
F	力報反
E	來
F	力代反
E	不復_
F	扶又反
E	經十三年濮陽
C	音卜
E	傳十三年為_戎
F	于偽反
C	下注欲為同
E	難_故
F	乃旦反
E	戍卒_
F	子忽反
E	荐
F	在薦反
C	重也
E	饑
C	音飢又音機
E	乞糴_
F	直歴反
E	重施_
F	式豉反
C	下同
E	自雍_
F	於用反
C	秦國都
E	及絳_
F	古巷反
C	晉國都
E	汎_舟
F	芳剱反
E	河汾_
F	扶云反
E	經十四年鄫_子
F	似綾反
C	本或作繒
E	侯肸_(?)
F	許乙反
E	傳十四年澶_淵
F	市然反
E	而還_
F	戸闗反
E	期年
C	齊基
E	大咎_
F	其九反
E	幾亡
C	音祈又音機
E	背
C	音佩後皆同
E	施
F	式豉反
C	注及下而施毛十五年皆同
E	安傅
C	音附
E	經十五年牡_丘
F	茂后反
E	不復_
F	扶又反
E	螽
C	音終本亦作（？）
E	中_絶
F	丁仲反
C	又如字
E	已邜晦
C	音悔
E	于婁_
F	力侯反
E	下邳_
F	蒲悲反
E	愎_諫
F	皮逼反
E	傳十五年諸夏_
F	戸雅反
C	下注同
E	屬賈君
C	音燭
E	詛_無
F	莊據反
E	烝_於
F	之承反
E	解梁
C	音蟹注及下注同
E	詰_之
F	起吉反
E	遇蠱
C	音古
E	千乘_
F	繩證反
E	三去_
F	起居反
C	又
F	起據反
C	一音
F	起吕反
C	下同
E	不孫
C	音遜注同
E	惡_其
F	烏路反
E	小駟
C	音四
E	狡
F	古卯反
E	憤
F	扶粉反
E	張_脉
F	中亮反
C	注同下音麥
E	僨_興
F	方問反
C	動也
E	三施_
F	式氏反
C	年末注同
E	可狃_
F	女九反
E	（？）_也
F	時世反
C	又
F	時設反
E	還濘_
F	乃定反
C	泥也
E	故隋_
F	大果反
E	公號_
F	戸刀反
C	又
F	戸報反
E	輅_秦
F	五嫁反
C	迎也
E	拔_舍
F	蒲末反
C	注皆同
E	厭_息
F	於冉反
C	一音
F	於甲反
C	又
F	於輒反
C	下同
E	子罃_
F	於寅反
E	履_薪
C	如字徐本作屨
F	九具反
E	抗_絶
F	苦浪反
E	荐_之
F	在薦反
E	上_下
F	時掌反
E	絻服
C	音問又作免音同
E	衰_絰__
F	七雷反
C	下
F	大結反
E	令_行人
F	力呈反
C	下同
E	曰上天降災
C	此凡四十七字檢古本皆無尋杜注亦不得有有是後人加也
E	鄠縣
C	音戸
E	焉_用
F	於䖍反
E	以要_
F	於遥反
E	重_其
F	直用反
C	下皆同
E	難任
C	音壬注及下同
E	子縶_
F	張執反
C	又
F	丁立反
E	聚慝_
F	他得反
C	後同
E	復_相
F	扶又反
E	質其
C	音置下注質秦同
E	祗以
C	音支
E	史佚
C	音逸
E	大史
C	音泰
E	無怙
C	音戸
E	飴甥
C	音怡
E	爰_田
F	于元反
E	孺_子
F	如喻反
E	喪_君
F	息浪反
C	後注同
E	輯_睦
C	音集又
F	七入反
E	好_我
F	呼報反
E	惡_我
F	烏路反
E	衆説
C	音悦
E	州長_
F	丁丈反
C	下長男同
E	之睽_
F	苦圭反
C	又音圭
E	其繇_
F	直又反
E	士刲_
F	苦圭反
C	刺割也
E	無（）
C	音荒血也
E	承筐_
F	曲方反
E	無貺
C	音况本亦作况
E	無應
C	應對之應下無應同
E	中_女
F	丁仲反
E	鄰責_
F	側界反
C	又如字
E	可償_
F	市亮反
C	又音常
E	相
F	息亮反
C	注同助也
E	為嬴
C	音盈
E	車説_
F	吐活反
C	注同
E	其輹
C	音福又音服案車旁著畐音福老子所云三十輻共一轂是也車旁著复音服是車下伏菟
E	下縛_
C	如字又
F	扶卧反
E	寇難_
F	乃旦反
E	之警
C	音景
E	姪_其
F	待結反
C	字林
F	丈一反
E	其逋_
F	補吳反
E	之虚_
F	去魚反
E	王_相__
F	于况反
C	下
F	息亮反
E	講虛
C	本又作構各依字讀
E	此夫
C	音扶
E	先君之敗徳及
C	絶句
E	可數_乎
C	一讀及可數乎數音
F	色主反
E	雖復_
F	扶又反
C	下同
E	之孽_
F	魚列反
E	僔
F	尊本反
E	沓
F	徒合反
E	有邪_
F	似嗟反
E	以風_
F	方鳯反
E	知達
C	音智
E	不憚_
F	徒旦反
E	而舍
C	如字又音捨
E	言還
C	音環
E	饋_七
F	其位反
E	蛾
F	魚綺反
C	本或作蟻一音
F	五何反
E	晳
C	本或作析又
F	星歴反
E	盍_行
F	戸臘反
E	焉_入
F	於䖍反
E	又餼_
F	許氣反
J	經典釋文卷十六
B	春秋左氏音義
S	僖中第六
CC	杜氏盡二十六年
E	經十六年隕_石
F	于敏反
C	落也
E	數_之
F	色主反
E	而隊_
F	直類反
E	是月
C	本或作是日
E	六鷁_
F	五歴反
C	本或作鶂音同鷁水烏六其數也
E	過
F	古禾反
E	重_言
F	直用反
C	傳注同
E	公與
C	音預
E	斂
F	力驗反
C	本亦作公與小斂
E	鄫_季
F	似陵反
E	邢侯
C	音刑
E	于淮
C	音懐
E	傳十六年迅風
C	音信又音峻疾也
E	焉_在
F	於䖍反
E	先見_
F	賢遍反
C	又如字
E	錯_逆
F	七各反
E	餘殃_
F	於良反
E	取狐
C	音胡
E	廚
F	直誅反
E	受鐸_
F	徒各反
E	渉汾_
F	扶云反
C	水名
E	大原
C	音泰
E	戎難_
F	乃旦反
C	注同
E	鄫為_
F	于偽反
E	而呼_
F	火故反
E	而還
C	音旋
E	經十七年英_氏
F	於京反
E	滅項_
F	胡講反
C	國名魯滅之也二傳以為齊滅
E	于卞_
F	皮彦反
E	傳十七年為_徐
F	于偽反
E	子圉_
F	魚吕反
E	為質
C	音致下同
E	而妻_
F	七計反
C	下同
E	梁嬴
C	音盈下同
E	孕
F	以證反
C	懐子曰孕
E	過
F	古禾反
E	卜招_
F	之遥反
E	大卜
C	音泰
E	宦女
C	音患
E	好_内
F	呼報反
E	内嬖_
F	必計反
E	長_衛
F	丁丈反
C	下注同
E	少_衛
F	詩照反
E	公子潘_
F	判丹反
E	華子
F	户化反
E	屬孝公
C	音燭
E	共姬
C	音恭本亦作恭
E	寺人貂
C	音彫
E	易牙
C	音亦
E	為長_
F	丁丈反
E	夜殯_
F	必刃反
E	經十八年于甗_
F	魚免反
C	又
F	魚偃反
C	又音言一音彦
E	傳十八年以說
C	音恱又如字
E	鑄_兵
F	之樹反
E	不勝_
C	音升又
F	升證反
E	圍菟
C	音徒
E	圃
F	布古反
C	又音布
E	燬
F	吁委反
C	衛侯之名
E	訾_婁__
F	子斯反
C	下
F	郎句反
C	又
F	郎鉤反
E	經十九年嬰_齊
F	於盈反
E	雖與
C	音預下亦與同
E	致餼_
F	許氣反
E	畜_産
F	許又反
E	以惡_
F	烏路反
E	傳十九年不復_
F	扶又反
E	次睢
C	音雖
E	以屬_
F	朱欲反
E	東徑
C	音經
E	譙
F	在消反
E	沛
C	音貝
E	入泗
C	音四
E	社祠
C	音辭或音祀
E	六畜_
F	許又反
C	注同
E	為_用
F	于偽反
C	下為人同又如字注放此
E	伯長_
F	丁丈反
E	不降_
F	戸江反
C	下同
E	而復_之
F	扶又反
C	注同一本作而復伐之伐衍字也
E	因壘_
F	力軌反
C	軍壘
E	以御_
C	如字治也詩音
F	五嫁反
C	迎也
E	適_妻
F	丁歴反
C	本或作嫡
E	大姒
C	音泰下音似
E	盍_姑
F	胡臘反
E	脩好_
F	呼報反
C	下同
E	亟_城
F	欺兾反
E	民罷
C	音皮
E	溝塹_
F	七豔反
E	而潰_
F	户内反
E	經二十年郜_子
F	古報反
C	姬姓國字林
F	工竺反
E	入滑_
F	于八反
E	傳二十年啓塞_
F	素則反
E	洩
F	息列反
E	堵_寇
F	丁古反
C	王又音者
E	為_邢
F	于偽反
E	衛難_
F	乃旦反
E	鬭_(?)榖
F	奴口反
E	於
C	音烏
E	菟
C	音徒
E	鮮_矣
F	息淺反
C	下同
E	召_南
F	上照反
E	早莫
C	音暮本亦作暮
E	汙_辱
C	汙穢之汙一音
F	烏路反
E	相_時
F	息亮反
E	經二十一年為_邢
F	于偽反
C	下為邾同
E	于盂
C	音于
E	緫見_
F	賢遍反
E	須_句
F	其俱反
C	傳同
E	獻
F	軒建反
E	捷
F	在接反
E	于薄
C	如字
E	傳二十一年巫尪_
F	烏黄反
E	祈禱_
F	丁老反
C	或
F	丁報反
E	瘠_病
F	在亦反
E	上嚮_
F	許亮反
C	本亦作向
E	故為_
F	于偽反
E	貶_食
F	彼檢反
E	省_用
F	所景反
E	以懲_
F	直升反
E	戰（泓）_
F	烏宏反
E	任宿
C	音壬注同
E	顓
C	音專
E	㬰
F	羊朱反
E	風姓也
C	本或作皆風姓
E	大皡
C	音泰下
F	胡老反
E	有濟_
F	子禮反
C	注及下注同
E	伏戲_
F	許宜反
C	本或作犧又作羲
E	封近
C	附近之近
E	諸夏_
F	戸雅反
C	注及下同
E	為_之
F	于偽反
E	猾_夏
F	于八反
C	亂也
E	叔孫豹_
F	百敎反
C	案杜注所引是叔孫婼語今傳本多作豹恐是傳冩誤也宜為婼音
F	勑若反
E	紓禍
C	音舒解也
E	經二十二年之比_
F	必二反
E	升陘
C	音刑
E	邾人縣
C	音（玄）
E	公胄_
F	直救反
E	主帥_
F	所類反
E	傳二十二年被_髪
F	皮寄反
C	下注同
E	陸渾_
F	户門反
C	一音
F	胡困反
E	為質
C	音致
E	所妻_
F	七計反
E	巾櫛_
F	側乙反
E	卑稱_
F	尺證反
C	下之稱同
E	大叔
C	音泰注同
E	協比_
F	毗志反
E	焉_能
F	於䖍反
E	王說
C	音悦
E	仲孫湫_
F	子小反
E	而御_
F	魚吕反
C	本亦作禦
E	可易_
F	以豉反
C	下同
E	兢_兢
F	居陵反
C	本或作矜
E	蠭
F	芳容反
C	本又作蠭俗作蜂皆同
E	蠆
F	勑邁反
C	一音
F	勑戒反
C	字林作䘍
F	丑介反
C	又音
F	他割反
E	登陘
C	本亦作升陘
E	縣諸
C	音（玄）
E	兜
F	丁侯反
E	鍪
F	莫侯反
E	既陳_
F	直覲反
E	殱_焉
F	將亷反
C	盡也
E	皆咎_
F	其九反
E	不重_
F	直用反
C	下同
E	阻隘_
F	於賣反
E	勍_敵
F	其京反
C	強也
E	胡耇
C	音苟
E	為_利
F	于偽反
E	鼓儳_
F	仕銜反
C	又
F	仕減反
C	儳巖也
E	整陳_
F	直覲反
C	一音如字
E	芈
F	彌爾反
C	楚姓也
E	勞_楚子
F	力報反
E	柯澤
C	音哥
E	師縉
C	音晉
E	俘
F	芳扶反
C	囚也
E	馘
F	古獲反
C	戰所獲
E	踰閾_
C	音域一音
F	況域反
C	門限
E	爾近
C	如字又附近之近下同
E	為_鄭
F	于偽反
E	叔詹_
F	章亷反
E	不殁_
F	門忽反
E	卒_於
F	子恤反
E	無别_
F	彼列反
C	下同
E	城濮
C	音卜
E	所殺
C	音試
E	經二十三年圍緡_
F	亡巾反
E	絀_稱
C	本又作黜
F	勑律反
E	傳二十三年不與
C	音預
E	復_召
F	扶又反
C	下不復成嫁同
E	焦_夷
F	子消反
E	薳_吕臣
F	為彼反
E	不任
C	音壬
E	以靖
C	音静
E	其人能靖者與
C	音餘絶句
E	有幾_
F	居豈反
E	重_耳
F	直龍反
E	期期
C	上如字下音基下亦作朞下注未期亦音基
E	從_重耳
F	才用反
C	後皆同
E	委質
C	如字
E	乃辟_
F	婢亦反
C	注同罪也
E	屈膝_
F	辛七反
E	不濫_
F	力暫反
E	以呈_
F	勑景反
C	本或作逞
E	已見_
F	賢遍反
E	重_發
F	直用反
C	下重詳同
E	又為_
F	于偽反
C	又如字
E	於難_
F	乃旦反
E	而校
C	音敎報也
E	趙衰_
F	初危反
E	顛頡_
F	户結反
E	魏犫_
F	尺油反
E	臼_季
F	其久反
E	賈佗_
F	徒何反
E	廧
F	在良反
E	咎
F	古刀反
E	叔隗_
F	五罪反
E	伯儵_
F	直由反
C	本又作鯈音同
E	妻_趙
F	七計反
C	下同
E	生盾_
F	徒本反
E	請待子
C	絶句
E	之塊_
F	苦對反
C	又
F	苦怪反
E	二十乗_
F	繩證反
C	注及下皆同
E	實敗_
F	必邁反
E	醒
F	星頂反
E	曹共公
C	音恭
E	聞其駢_
F	薄賢反
E	脅
C	絶句
F	許業反
C	駢脅合幹也說文云駢脅并也廣雅云脅幹謂之肋通俗云腋下謂之脅
E	欲觀
C	如字絶句一讀至祼字絶句
E	裸
F	力果反
C	又
F	户化反
E	浴
C	音欲
E	薄而
C	如字迫也國語云薄簾也
E	合幹_
F	古旦反
E	負羈_
F	紀宜反
E	相_國
F	息亮反
C	下及注同
E	子盍_
F	戸臘反
E	蚤自
C	音早
E	自别_
F	彼列反
E	乃饋_
F	其貴反
C	遣也
E	盤飱
C	音孫說文云餔也字林云水澆飯也
E	寘_璧
F	之豉反
E	竟外
C	音境
E	令_人
F	力呈反
E	不蕃
C	音煩注同息也
E	而從_之
C	如字一音
F	才用反
E	同儕_
F	仕皆反
C	等也
E	其過_
C	王
F	古禾反
E	鞭弭_
F	莫爾反
C	弓末也爾雅云弓有縁者謂之弓無緣者謂之弭
E	右屬
C	音燭注同
E	櫜
F	古刀反
C	受箭噐
E	鞬
F	九言反
C	弓衣
E	無緣_
F	悦絹反
E	惡_之
F	烏路反
E	大咎_
F	其九反
E	與焉
C	音預
E	奉
F	芳勇反
E	匜
F	以支反
C	一音
F	以紙反
C	器名也說文云似羹魁柄中有道可注水
E	沃盥_
F	古緩反
E	揮_之
F	許韋反
C	湔也
E	湔也
C	音薦王音賛一音箭又音牋
E	去_上服
F	起吕反
E	自拘
C	音俱
E	如衰_
F	初危反
C	下同
E	見_意
F	賢遍反
E	斷_章
F	丁緩反
E	一級
C	音急
E	經二十四年蔽_於
F	必世反
E	之難_
F	乃旦反
E	傳二十四年羈_
F	紀宜反
C	說文云馬絡頭也
E	絏
F	息列反
C	馬繮也說文云繫也
E	從_君
F	才用反
C	又如字
E	馬繮_
F	居良反
E	皦_日
F	古了反
E	質信
C	音致
E	令_狐
F	力丁反
E	臼衰_
F	初危反
E	解_縣
F	户買反
E	廬_柳__
F	力居反
C	下
F	力九反
E	公子縶_
F	張立反
E	于郇
C	音荀
E	畏偪_
F	彼力反
E	為_文
F	于偽反
E	而殺
C	音試又如字
E	寺人披_
F	普皮反
C	本又作侍人披
E	請見_
F	賢遍反
E	女即至
C	音汝下皆同
E	田渭
C	音謂水名
E	濵
C	音賔
E	女為_
F	于偽反
E	女中_宿
F	丁仲反
C	下注中鉤同一本作女中宿至
E	夫袪_
F	起魚反
E	衣袂_
F	滅制反
E	及難_
F	乃旦反
C	下及注同
E	置射_
F	食亦反
C	注同
E	仲相_
F	息亮反
E	行者甚衆
C	一本甚作其
E	未輯_
C	音集又
F	七入反
C	本亦作集
E	秦卒_
F	子忽反
E	共之
C	音恭本亦作供
E	之豎_
F	上注反
C	左右小使也
E	守藏_
F	才浪反
C	下同
E	里鳧_須
F	房孚反
C	韓詩外傳云晉文公亡過曹里鳬須從因盜重耳資而亡重耳無糧餒不能行介子推割股以食重耳然後能行
E	盡_用
F	津忍反
E	求見_
F	賢遍反
C	下得見同
E	心覆_
F	芳服反
C	下同
E	之守_
F	手又反
C	又如字
E	懼者其衆矣
C	本或作甚衆矣
E	公遽_
F	其據反
E	妻_趙
F	七計反
E	屏_括__
F	歩丁反
C	下
F	古活反
E	為_嫡
C	本亦作適
F	丁歴反
C	注同
E	下_之
F	遐嫁反
C	下同
E	從_亡
F	才用反
E	介
C	音界
E	之推_
F	昌誰反
E	盍_亦
F	户臘反
E	誰懟_
F	直類反
C	怨也
E	欲令_
F	力呈反
E	焉_用
F	於䖍反
E	與女
C	音汝
